match_id,date,sport,team_name,opponent_team,player_name,player_position,minutes_played,score,goals,assists,saves,passes_completed,speed,success_rate,team_result,matches_played,matches_won,matches_lost,rating,injuries,cluster
M5190,2024-10-29,Football,Kolkata Kings,Delhi Titans,Manjari Karpe,Forward,68,16,1,1,1,45,9.46,90.67,Win,201,40,161,7.21,True,0
M5191,2023-11-06,Hockey,Mumbai Warriors,Kolkata Kings,Adah Anne,Defender,80,33,0,4,4,93,15.24,86.23,Win,244,172,72,3.72,False,1
M5192,2025-04-06,Football,Chennai Chargers,Kolkata Kings,Yashvi Bhalla,Midfielder,40,99,3,0,3,5,20.15,59.21,Loss,250,144,106,3.34,False,1
M5193,2023-12-01,Cricket,Chennai Chargers,Mumbai Warriors,Yuvaan Devan,Batsman,51,51,0,5,1,64,13.59,58.06,Win,121,41,80,6.89,True,2
M5194,2024-03-03,Basketball,Chennai Chargers,Mumbai Warriors,Alia Comar,Guard,68,91,0,9,4,20,17.42,84.84,Draw,259,125,134,7.36,False,0
M5195,2024-11-26,Basketball,Delhi Titans,Kolkata Kings,Rania Saran,Center,35,48,5,10,2,95,21.31,80.27,Win,159,36,123,2.23,True,0
M5196,2025-02-06,Football,Kolkata Kings,Chennai Chargers,Divit Ram,Goalkeeper,44,45,4,4,2,73,18.74,78.36,Loss,290,135,155,4.58,True,0
M5197,2025-04-15,Basketball,Delhi Titans,Mumbai Warriors,Zaina Anne,Guard,88,37,3,0,9,18,7.21,99.04,Win,282,194,88,4.01,True,1
M5198,2024-07-07,Hockey,Delhi Titans,Mumbai Warriors,Alisha Bera,Defender,31,81,0,4,1,20,17.0,84.27,Draw,145,122,23,1.26,True,1
M5199,2025-02-10,Basketball,Mumbai Warriors,Kolkata Kings,Amira Sethi,Center,79,84,4,3,7,43,5.1,79.77,Win,28,10,18,9.3,True,2
M5200,2025-05-28,Hockey,Kolkata Kings,Mumbai Warriors,Myra Bail,Forward,33,94,0,0,9,30,23.7,78.65,Draw,159,39,120,1.61,False,0
M5201,2023-08-20,Basketball,Delhi Titans,Mumbai Warriors,Heer Suri,Guard,86,50,1,10,4,100,16.09,52.59,Win,262,50,212,2.2,True,0
M5202,2023-07-05,Basketball,Delhi Titans,Kolkata Kings,Anya Rajan,Center,85,93,2,9,1,45,13.81,56.15,Loss,119,38,81,3.94,False,2
M5203,2024-10-22,Hockey,Mumbai Warriors,Delhi Titans,Jhanvi Chakraborty,Goalkeeper,45,61,0,4,4,14,8.28,73.22,Win,178,132,46,1.39,True,1
M5204,2023-11-13,Hockey,Mumbai Warriors,Delhi Titans,Eshani Babu,Forward,58,98,0,2,4,99,5.24,74.73,Loss,237,90,147,2.89,True,0
M5205,2023-12-26,Hockey,Delhi Titans,Chennai Chargers,Aarav Bhagat,Midfielder,48,81,0,10,6,31,18.02,72.96,Win,271,269,2,7.0,False,1
M5206,2023-07-31,Basketball,Kolkata Kings,Chennai Chargers,Jayant Krishnan,Guard,43,23,5,3,7,79,7.69,91.71,Loss,130,89,41,4.04,False,2
M5207,2025-02-10,Cricket,Mumbai Warriors,Delhi Titans,Ishaan Kibe,Bowler,64,21,0,8,1,58,24.53,50.59,Win,120,72,48,8.65,True,2
M5208,2023-12-25,Football,Chennai Chargers,Mumbai Warriors,Amani Dua,Goalkeeper,85,47,1,8,7,51,15.21,94.52,Draw,216,21,195,9.91,True,0
M5209,2023-10-28,Football,Mumbai Warriors,Delhi Titans,Mehul Sani,Defender,49,90,5,9,1,70,10.66,70.94,Draw,103,16,87,2.49,True,2
M5210,2024-08-22,Cricket,Mumbai Warriors,Delhi Titans,Saksham Chadha,Batsman,56,72,0,0,3,15,14.81,77.32,Win,169,45,124,2.2,False,0
M5211,2023-12-10,Football,Chennai Chargers,Kolkata Kings,Neysa Ram,Forward,76,84,1,2,7,13,7.66,60.07,Loss,82,82,0,9.65,True,2
M5212,2024-03-24,Hockey,Mumbai Warriors,Chennai Chargers,Diya Bhatnagar,Midfielder,81,64,0,5,6,14,23.89,62.47,Draw,275,269,6,3.65,False,1
M5213,2023-08-24,Cricket,Delhi Titans,Chennai Chargers,Baiju Baral,Bowler,37,59,0,3,6,52,13.65,59.61,Loss,121,5,116,3.31,False,0
M5214,2024-01-12,Basketball,Chennai Chargers,Mumbai Warriors,Darshit Borah,Guard,83,56,0,3,3,92,9.44,53.76,Loss,100,62,38,1.81,True,2
M5215,2024-08-14,Football,Mumbai Warriors,Kolkata Kings,Stuvan Contractor,Midfielder,50,13,3,9,10,36,12.55,51.89,Draw,148,87,61,1.56,True,2
M5216,2023-08-23,Cricket,Chennai Chargers,Delhi Titans,Kaira Tara,Bowler,78,57,0,4,1,26,13.71,62.6,Draw,11,4,7,4.67,False,2
M5217,2024-07-10,Hockey,Chennai Chargers,Kolkata Kings,Anya Thakkar,Midfielder,56,47,0,4,9,88,9.95,73.13,Draw,202,145,57,1.69,False,1
M5218,2023-09-03,Basketball,Chennai Chargers,Delhi Titans,Hunar Kurian,Center,84,43,1,2,3,76,9.1,52.52,Win,66,30,36,3.92,False,2
M5219,2023-09-14,Basketball,Chennai Chargers,Mumbai Warriors,Seher Ramakrishnan,Center,65,81,4,5,2,95,11.26,63.24,Win,114,85,29,1.49,False,2
M5220,2024-04-12,Football,Delhi Titans,Mumbai Warriors,Kabir Bobal,Defender,64,58,3,4,3,69,11.32,57.2,Draw,39,8,31,4.15,False,2
M5221,2024-11-24,Cricket,Delhi Titans,Chennai Chargers,Umang Magar,Wicket-Keeper,65,90,0,6,4,84,7.07,82.97,Loss,177,25,152,2.42,True,0
M5222,2025-04-22,Basketball,Mumbai Warriors,Chennai Chargers,Jayant Sahni,Guard,60,4,5,7,8,55,19.96,50.45,Draw,85,77,8,4.18,False,2
M5223,2024-11-21,Cricket,Delhi Titans,Chennai Chargers,Anika Kant,Wicket-Keeper,64,70,0,5,10,68,19.66,90.26,Draw,56,2,54,6.12,True,2
M5224,2024-11-12,Basketball,Delhi Titans,Chennai Chargers,Mannat Subramaniam,Center,77,90,2,5,0,5,17.22,80.01,Win,101,54,47,5.89,True,2
M5225,2025-05-01,Hockey,Kolkata Kings,Mumbai Warriors,Tanya Subramaniam,Forward,51,31,0,5,8,33,9.61,93.02,Win,55,51,4,1.57,False,2
M5226,2024-11-08,Hockey,Chennai Chargers,Mumbai Warriors,Jiya Wable,Goalkeeper,49,81,0,2,6,59,9.24,50.7,Win,2,0,2,2.99,True,2
M5227,2024-03-13,Cricket,Delhi Titans,Mumbai Warriors,Urvi Rajan,Bowler,48,58,0,3,1,64,23.78,88.02,Draw,92,31,61,8.35,True,2
M5228,2023-11-15,Basketball,Kolkata Kings,Mumbai Warriors,Khushi Khare,Forward,46,66,0,6,6,71,8.5,50.61,Win,198,125,73,6.76,False,1
M5229,2025-04-12,Basketball,Delhi Titans,Mumbai Warriors,Vidur Bajwa,Center,50,58,4,7,8,88,15.67,68.44,Draw,9,5,4,4.76,True,2
M5230,2024-12-15,Hockey,Chennai Chargers,Delhi Titans,Tanya Vaidya,Midfielder,50,69,0,8,6,87,20.72,52.56,Win,215,169,46,4.82,False,1
M5231,2023-08-14,Cricket,Mumbai Warriors,Delhi Titans,Dhanush Dave,Batsman,53,25,0,2,9,78,21.78,57.68,Draw,255,192,63,1.56,False,1
M5232,2023-09-11,Football,Chennai Chargers,Kolkata Kings,Taimur Mahajan,Forward,87,4,4,10,7,77,21.0,51.73,Draw,64,3,61,7.46,True,2
M5233,2024-04-05,Cricket,Kolkata Kings,Mumbai Warriors,Raunak Wable,Batsman,87,44,0,1,1,64,13.66,94.35,Loss,74,13,61,8.47,True,2
M5234,2024-12-08,Football,Delhi Titans,Chennai Chargers,Yuvraj  Chokshi,Goalkeeper,70,3,3,9,9,31,20.62,77.69,Draw,132,12,120,2.24,True,0
M5235,2023-09-19,Football,Mumbai Warriors,Kolkata Kings,Aarush Dhawan,Forward,66,70,0,5,7,36,18.19,67.38,Loss,69,1,68,3.08,False,2
M5236,2023-10-11,Basketball,Mumbai Warriors,Chennai Chargers,Kanav Vaidya,Forward,71,75,0,0,3,29,7.87,67.05,Win,292,32,260,1.58,True,0
M5237,2023-06-26,Cricket,Chennai Chargers,Delhi Titans,Rasha Mani,All-Rounder,74,89,0,4,8,92,8.11,83.71,Win,294,82,212,5.07,True,0
M5238,2023-10-30,Football,Mumbai Warriors,Kolkata Kings,Sumer Sastry,Midfielder,79,30,5,4,3,49,13.99,77.99,Draw,245,144,101,4.62,True,1
M5239,2023-11-24,Basketball,Delhi Titans,Mumbai Warriors,Aarush Khurana,Center,85,59,5,7,7,9,11.54,80.34,Draw,104,100,4,2.35,False,2
M5240,2023-11-13,Cricket,Mumbai Warriors,Kolkata Kings,Kanav Raj,All-Rounder,73,41,0,9,9,90,21.15,81.52,Draw,71,69,2,8.15,False,2
M5241,2024-11-23,Football,Mumbai Warriors,Chennai Chargers,Kiaan Bakshi,Midfielder,34,2,0,5,7,46,11.11,60.02,Win,92,76,16,8.21,True,2
M5242,2025-04-09,Hockey,Chennai Chargers,Delhi Titans,Rohan Sidhu,Defender,36,46,0,0,7,21,22.39,95.97,Draw,271,201,70,5.98,False,1
M5243,2025-03-18,Cricket,Mumbai Warriors,Chennai Chargers,Jiya Doctor,Wicket-Keeper,89,64,0,8,5,84,24.45,85.94,Win,183,24,159,6.63,False,0
M5244,2025-05-05,Cricket,Chennai Chargers,Mumbai Warriors,Miraan Tailor,Wicket-Keeper,74,47,0,6,2,67,8.13,54.42,Loss,37,24,13,2.42,True,2
M5245,2024-07-24,Hockey,Delhi Titans,Mumbai Warriors,Hazel Kalla,Midfielder,86,28,0,4,0,1,8.76,95.75,Win,221,138,83,9.13,False,1
M5246,2023-06-21,Basketball,Kolkata Kings,Delhi Titans,Yuvraj  Mall,Forward,54,33,0,9,5,74,7.81,79.78,Win,152,2,150,2.7,False,0
M5247,2024-12-31,Cricket,Chennai Chargers,Kolkata Kings,Saanvi Chana,Wicket-Keeper,48,43,0,5,9,12,12.22,61.89,Win,34,9,25,6.52,False,2
M5248,2024-12-12,Football,Chennai Chargers,Kolkata Kings,Ira Kata,Defender,77,27,3,9,5,23,9.59,91.59,Draw,163,72,91,8.32,False,2
M5249,2025-04-05,Football,Chennai Chargers,Kolkata Kings,Vardaniya Loke,Goalkeeper,86,96,5,8,0,96,11.34,62.55,Draw,249,129,120,5.28,False,1
M5250,2024-10-09,Football,Kolkata Kings,Chennai Chargers,Seher Sarin,Midfielder,37,59,5,7,8,13,7.81,96.11,Win,141,16,125,7.04,True,0
M5251,2023-12-25,Basketball,Chennai Chargers,Mumbai Warriors,Pihu Manda,Guard,46,41,3,6,8,27,22.17,88.29,Loss,234,129,105,7.91,False,1
M5252,2023-12-23,Basketball,Delhi Titans,Kolkata Kings,Navya Saraf,Center,47,62,0,5,1,61,20.3,67.06,Loss,107,11,96,1.64,True,2
M5253,2024-09-01,Football,Mumbai Warriors,Kolkata Kings,Krish Grover,Goalkeeper,83,65,0,7,4,60,10.82,97.01,Loss,139,30,109,3.92,False,0
M5254,2023-12-11,Cricket,Delhi Titans,Mumbai Warriors,Mohanlal Chakrabarti,Batsman,85,44,0,8,10,78,12.92,79.13,Win,120,35,85,7.77,False,2
M5255,2025-02-07,Cricket,Kolkata Kings,Mumbai Warriors,Aniruddh Sule,All-Rounder,32,100,0,5,8,10,20.89,99.62,Draw,263,218,45,9.93,False,1
M5256,2025-04-15,Basketball,Chennai Chargers,Delhi Titans,Amani Golla,Center,45,10,3,8,7,18,14.39,94.58,Draw,95,55,40,3.05,False,2
M5257,2023-12-13,Hockey,Chennai Chargers,Kolkata Kings,Kanav Choudhary,Midfielder,31,17,0,9,4,17,8.71,74.3,Win,110,92,18,3.65,True,2
M5258,2024-12-16,Basketball,Kolkata Kings,Mumbai Warriors,Myra Varma,Guard,49,14,4,0,9,30,13.89,59.28,Win,115,3,112,8.49,True,0
M5259,2025-04-24,Hockey,Mumbai Warriors,Delhi Titans,Elakshi Swamy,Goalkeeper,55,22,0,10,9,42,17.89,92.55,Win,196,2,194,7.68,True,0
M5260,2024-01-03,Basketball,Kolkata Kings,Delhi Titans,Aayush Kalita,Center,42,87,1,7,4,42,15.24,64.71,Loss,259,63,196,2.12,False,0
M5261,2023-08-25,Basketball,Mumbai Warriors,Delhi Titans,Pari Tandon,Center,60,90,2,1,5,24,13.26,67.21,Win,276,147,129,8.21,True,1
M5262,2025-02-02,Basketball,Delhi Titans,Chennai Chargers,Anya Shenoy,Center,70,51,0,7,8,97,11.71,65.63,Draw,241,38,203,7.39,True,0
M5263,2023-08-07,Football,Chennai Chargers,Delhi Titans,Aniruddh Dalal,Goalkeeper,67,91,2,9,5,93,8.2,99.49,Draw,248,173,75,9.31,False,1
M5264,2024-10-02,Football,Chennai Chargers,Mumbai Warriors,Bhavin Wason,Defender,86,44,5,1,10,85,15.46,50.48,Win,110,98,12,4.74,False,2
M5265,2024-12-22,Football,Chennai Chargers,Kolkata Kings,Parinaaz Shukla,Forward,34,96,4,8,2,70,11.49,87.28,Loss,118,65,53,8.8,False,2
M5266,2024-08-01,Hockey,Mumbai Warriors,Chennai Chargers,Miraya Kara,Forward,64,7,0,6,7,67,15.94,55.32,Draw,231,225,6,4.34,False,1
M5267,2025-05-28,Cricket,Kolkata Kings,Mumbai Warriors,Ishita Kota,All-Rounder,62,62,0,2,9,70,9.0,65.3,Win,156,134,22,2.05,True,1
M5268,2023-06-28,Cricket,Chennai Chargers,Delhi Titans,Ishaan Bahri,Batsman,35,83,0,2,5,62,9.5,71.95,Loss,29,5,24,3.16,True,2
M5269,2024-05-30,Cricket,Chennai Chargers,Mumbai Warriors,Zain Sem,Bowler,63,52,0,4,1,8,6.01,60.62,Win,50,32,18,1.92,False,2
M5270,2024-10-19,Basketball,Delhi Titans,Chennai Chargers,Jiya Karan,Forward,75,35,1,9,3,97,13.88,70.59,Draw,259,131,128,1.71,False,1
M5271,2024-01-24,Football,Mumbai Warriors,Delhi Titans,Veer Bhatti,Forward,71,100,5,1,0,50,15.71,67.18,Loss,235,168,67,4.05,False,1
M5272,2025-02-12,Hockey,Kolkata Kings,Mumbai Warriors,Zaina Som,Midfielder,53,4,0,7,8,54,10.04,84.98,Win,155,13,142,7.42,True,0
M5273,2023-06-24,Football,Mumbai Warriors,Kolkata Kings,Alisha Rao,Goalkeeper,35,44,2,5,5,45,5.26,97.24,Loss,252,62,190,8.99,True,0
M5274,2023-08-07,Cricket,Mumbai Warriors,Chennai Chargers,Veer Ganguly,Batsman,58,9,0,10,7,3,24.8,60.67,Loss,10,6,4,3.54,True,2
M5275,2024-11-28,Hockey,Chennai Chargers,Kolkata Kings,Indrajit Aurora,Defender,73,63,0,7,6,58,13.18,72.8,Win,226,200,26,9.12,False,1
M5276,2024-02-15,Hockey,Delhi Titans,Kolkata Kings,Aradhya Saran,Midfielder,70,21,0,2,0,83,16.7,64.33,Draw,108,55,53,5.75,False,2
M5277,2024-01-28,Football,Mumbai Warriors,Delhi Titans,Pari Bose,Defender,49,17,5,0,10,39,22.45,54.12,Loss,283,181,102,5.21,True,1
M5278,2024-05-24,Hockey,Mumbai Warriors,Kolkata Kings,Umang Kashyap,Midfielder,87,12,0,2,10,89,8.32,51.46,Win,225,19,206,9.61,False,0
M5279,2024-06-25,Basketball,Chennai Chargers,Mumbai Warriors,Shlok Raval,Guard,59,84,1,1,3,75,19.97,59.38,Win,278,45,233,4.06,False,0
M5280,2025-03-03,Football,Delhi Titans,Chennai Chargers,Drishya Jha,Goalkeeper,35,28,3,5,9,68,14.12,59.58,Draw,240,209,31,9.46,True,1
M5281,2024-03-14,Basketball,Delhi Titans,Chennai Chargers,Vidur Golla,Center,35,97,0,5,9,32,8.69,81.77,Win,77,21,56,8.65,True,2
M5282,2024-05-25,Cricket,Kolkata Kings,Delhi Titans,Aarush Roy,Bowler,75,75,0,5,6,66,7.65,83.82,Draw,161,109,52,7.36,True,1
M5283,2024-04-05,Football,Mumbai Warriors,Kolkata Kings,Dhanush Dass,Goalkeeper,41,88,1,4,8,58,7.36,58.52,Draw,207,40,167,1.94,True,0
M5284,2023-11-14,Cricket,Mumbai Warriors,Kolkata Kings,Samar Bhargava,Bowler,58,58,0,6,8,38,7.7,61.23,Win,20,9,11,2.53,True,2
M5285,2024-11-10,Cricket,Mumbai Warriors,Kolkata Kings,Nirvaan Chadha,All-Rounder,39,79,0,7,8,42,21.96,74.13,Win,272,159,113,1.02,True,1
M5286,2024-08-13,Basketball,Mumbai Warriors,Delhi Titans,Yuvaan Mann,Forward,48,94,0,1,10,94,11.51,93.61,Loss,102,70,32,6.33,True,2
M5287,2025-04-24,Basketball,Kolkata Kings,Delhi Titans,Sara Lalla,Guard,60,1,5,5,0,59,8.61,96.31,Loss,40,13,27,6.88,True,2
M5288,2024-09-17,Cricket,Delhi Titans,Kolkata Kings,Devansh Dhillon,Bowler,30,76,0,7,5,16,8.44,72.21,Draw,206,122,84,1.6,True,1
M5289,2023-06-12,Cricket,Delhi Titans,Chennai Chargers,Aarav Jani,All-Rounder,56,63,0,2,3,26,20.57,73.95,Draw,283,280,3,4.23,False,1
M5290,2024-11-16,Hockey,Chennai Chargers,Delhi Titans,Advika Sani,Midfielder,65,12,0,9,0,37,10.56,74.26,Win,14,6,8,4.9,False,2
M5291,2023-12-15,Basketball,Chennai Chargers,Kolkata Kings,Reyansh Dash,Forward,67,27,3,4,6,59,9.01,63.79,Loss,213,91,122,8.29,False,0
M5292,2023-10-30,Basketball,Delhi Titans,Kolkata Kings,Fateh Edwin,Forward,67,74,3,3,6,65,12.13,87.28,Draw,32,7,25,5.01,False,2
M5293,2024-05-28,Cricket,Delhi Titans,Chennai Chargers,Riya Shere,Wicket-Keeper,33,84,0,0,6,26,22.1,83.35,Draw,207,93,114,8.04,False,0
M5294,2024-08-03,Basketball,Chennai Chargers,Delhi Titans,Tiya Dar,Guard,33,20,1,0,9,52,18.53,50.37,Loss,199,133,66,4.77,True,1
M5295,2024-05-02,Hockey,Mumbai Warriors,Delhi Titans,Emir Dhar,Midfielder,58,87,0,7,3,81,17.57,52.17,Win,165,110,55,3.68,False,1
M5296,2023-06-21,Hockey,Chennai Chargers,Delhi Titans,Yashvi Sama,Goalkeeper,90,98,0,2,2,38,24.08,78.38,Draw,191,87,104,1.39,True,0
M5297,2024-09-11,Basketball,Kolkata Kings,Chennai Chargers,Ojas Zachariah,Center,55,53,0,1,8,96,13.16,55.17,Draw,251,103,148,6.82,False,0
M5298,2024-02-15,Basketball,Mumbai Warriors,Chennai Chargers,Abram Kannan,Guard,60,57,2,5,1,69,13.88,93.9,Win,61,19,42,2.42,False,2
M5299,2023-06-27,Hockey,Kolkata Kings,Mumbai Warriors,Samaira Borra,Goalkeeper,43,63,0,0,1,40,24.43,76.15,Loss,117,108,9,4.48,True,1
M5300,2024-07-15,Cricket,Kolkata Kings,Delhi Titans,Anvi Zachariah,All-Rounder,66,48,0,7,10,56,24.92,58.73,Win,42,0,42,1.39,True,2
M5301,2025-05-12,Football,Mumbai Warriors,Kolkata Kings,Inaaya  Korpal,Defender,40,61,2,2,7,81,16.49,85.93,Loss,248,219,29,9.78,True,1
M5302,2024-01-12,Basketball,Mumbai Warriors,Kolkata Kings,Nirvaan Shan,Forward,35,38,0,6,4,65,10.97,70.32,Win,59,10,49,5.81,True,2
M5303,2024-10-15,Basketball,Delhi Titans,Mumbai Warriors,Indrajit Sane,Forward,83,94,2,5,5,12,5.82,82.37,Loss,34,15,19,1.15,True,2
M5304,2023-08-31,Basketball,Mumbai Warriors,Delhi Titans,Veer Goda,Forward,89,39,3,8,8,67,5.47,72.56,Loss,182,34,148,4.21,True,0
M5305,2023-10-26,Football,Mumbai Warriors,Chennai Chargers,Reyansh Verma,Defender,66,22,4,7,3,52,18.71,93.04,Draw,278,100,178,5.28,False,0
M5306,2024-03-19,Hockey,Mumbai Warriors,Delhi Titans,Lakshay Chaudhari,Goalkeeper,69,26,0,4,3,38,23.67,75.99,Win,213,67,146,8.53,False,0
M5307,2024-03-27,Cricket,Mumbai Warriors,Delhi Titans,Divyansh Kashyap,Wicket-Keeper,56,87,0,0,4,3,24.26,68.94,Loss,28,20,8,4.42,True,2
M5308,2024-08-25,Football,Kolkata Kings,Delhi Titans,Nirvi Bajaj,Forward,83,5,4,8,1,7,15.25,90.17,Win,293,230,63,5.46,False,1
M5309,2024-12-16,Hockey,Mumbai Warriors,Delhi Titans,Tiya Comar,Goalkeeper,32,83,0,6,9,24,8.26,92.97,Draw,210,94,116,9.2,True,0
M5310,2025-02-24,Football,Kolkata Kings,Chennai Chargers,Vihaan Deo,Forward,65,86,2,2,9,87,12.9,98.02,Win,182,91,91,3.66,False,2
M5311,2024-01-07,Basketball,Delhi Titans,Kolkata Kings,Ela Basak,Forward,81,45,0,9,5,45,23.48,95.14,Loss,24,4,20,2.5,True,2
M5312,2023-07-20,Football,Mumbai Warriors,Kolkata Kings,Ryan Walla,Midfielder,30,79,2,4,6,56,11.66,91.79,Loss,61,49,12,2.14,False,2
M5313,2024-10-01,Football,Mumbai Warriors,Delhi Titans,Vivaan Chaudhari,Goalkeeper,58,77,5,7,9,95,10.74,84.62,Win,144,128,16,2.1,False,1
M5314,2024-01-16,Hockey,Kolkata Kings,Chennai Chargers,Darshit Badami,Midfielder,87,30,0,10,6,79,21.87,71.27,Draw,93,17,76,4.83,False,2
M5315,2025-04-06,Football,Mumbai Warriors,Chennai Chargers,Riaan Bains,Forward,83,63,5,6,3,0,22.78,90.84,Win,227,23,204,4.64,True,0
M5316,2024-11-29,Football,Kolkata Kings,Delhi Titans,Rasha Sampath,Goalkeeper,74,58,3,6,4,73,17.06,62.19,Loss,9,7,2,1.91,False,2
M5317,2023-10-11,Basketball,Mumbai Warriors,Kolkata Kings,Dhruv Thaman,Forward,86,41,1,2,2,78,15.84,57.29,Draw,70,61,9,7.18,False,2
M5318,2023-12-03,Cricket,Kolkata Kings,Mumbai Warriors,Aradhya Kala,Wicket-Keeper,79,58,0,7,4,22,14.67,67.38,Loss,103,9,94,1.23,True,2
M5319,2025-05-11,Hockey,Delhi Titans,Kolkata Kings,Purab Sharaf,Midfielder,85,8,0,5,7,59,13.35,67.68,Draw,8,4,4,8.02,True,2
M5320,2024-12-23,Cricket,Delhi Titans,Kolkata Kings,Anaya Apte,All-Rounder,67,29,0,8,3,18,8.45,99.39,Win,267,207,60,8.23,False,1
M5321,2024-01-27,Football,Delhi Titans,Mumbai Warriors,Lagan Babu,Goalkeeper,83,86,3,0,0,27,18.92,63.23,Win,166,78,88,3.68,False,2
M5322,2024-10-02,Cricket,Chennai Chargers,Kolkata Kings,Anaya Shankar,Wicket-Keeper,53,63,0,1,1,17,23.64,95.83,Win,209,192,17,5.81,False,1
M5323,2023-06-16,Cricket,Chennai Chargers,Delhi Titans,Zara Tailor,Wicket-Keeper,44,64,0,2,1,72,23.4,90.38,Loss,162,1,161,5.88,True,0
M5324,2024-05-26,Football,Delhi Titans,Chennai Chargers,Rohan Kohli,Midfielder,63,71,0,7,3,22,10.94,79.87,Draw,290,288,2,6.65,True,1
M5325,2023-09-27,Football,Kolkata Kings,Mumbai Warriors,Tejas Bahri,Goalkeeper,72,2,0,10,3,18,13.64,56.46,Draw,62,50,12,9.09,True,2
M5326,2023-10-04,Basketball,Chennai Chargers,Mumbai Warriors,Dharmajan Chawla,Forward,57,83,3,5,3,15,6.99,80.49,Loss,253,73,180,1.21,True,0
M5327,2024-02-22,Basketball,Kolkata Kings,Delhi Titans,Krish Kata,Guard,61,63,5,7,4,100,24.32,66.86,Win,200,80,120,6.34,False,0
M5328,2025-04-20,Cricket,Mumbai Warriors,Chennai Chargers,Indrajit Bhatia,Wicket-Keeper,81,33,0,6,9,44,18.66,83.11,Win,217,18,199,1.71,True,0
M5329,2024-05-30,Basketball,Mumbai Warriors,Delhi Titans,Mahika Mahajan,Forward,32,31,1,3,5,87,21.83,57.82,Win,296,86,210,5.08,True,0
M5330,2024-05-04,Cricket,Kolkata Kings,Chennai Chargers,Purab Sura,All-Rounder,62,22,0,10,0,92,15.53,64.08,Win,165,119,46,6.44,False,1
M5331,2023-12-08,Football,Chennai Chargers,Kolkata Kings,Sana Ramaswamy,Goalkeeper,83,38,2,5,4,30,5.19,93.36,Win,275,266,9,8.22,False,1
M5332,2024-04-06,Football,Chennai Chargers,Mumbai Warriors,Keya Das,Forward,37,85,5,6,3,43,23.22,53.25,Draw,168,164,4,9.98,True,1
M5333,2024-09-24,Basketball,Chennai Chargers,Kolkata Kings,Anahi Devan,Forward,33,17,3,6,7,93,20.45,72.54,Loss,17,1,16,7.91,True,2
M5334,2024-03-05,Basketball,Kolkata Kings,Chennai Chargers,Nakul Sheth,Guard,85,4,1,5,0,66,22.76,80.9,Win,140,16,124,7.89,False,0
M5335,2023-12-06,Football,Delhi Titans,Mumbai Warriors,Ivan Kadakia,Goalkeeper,50,79,5,3,1,57,21.97,67.21,Win,218,14,204,9.38,True,0
M5336,2023-12-13,Basketball,Chennai Chargers,Mumbai Warriors,Faiyaz Chaudhuri,Forward,69,64,4,5,6,71,16.88,54.05,Draw,197,103,94,7.76,False,1
M5337,2024-09-25,Football,Delhi Titans,Kolkata Kings,Faiyaz Barman,Goalkeeper,86,42,0,7,0,92,14.27,60.41,Win,94,84,10,5.11,True,2
M5338,2023-12-13,Hockey,Kolkata Kings,Chennai Chargers,Ranbir Mann,Forward,54,85,0,6,5,83,16.62,79.17,Win,256,105,151,5.83,True,0
M5339,2023-08-12,Basketball,Kolkata Kings,Delhi Titans,Arnav Baral,Forward,42,44,5,4,6,41,5.24,64.56,Draw,140,9,131,7.7,True,0
M5340,2024-11-11,Hockey,Delhi Titans,Kolkata Kings,Aarna Majumdar,Forward,71,77,0,7,2,32,11.54,95.57,Loss,227,17,210,2.0,False,0
M5341,2023-07-22,Cricket,Mumbai Warriors,Kolkata Kings,Bhamini Baral,Wicket-Keeper,32,27,0,5,8,26,15.37,71.54,Draw,116,102,14,3.38,False,2
M5342,2024-11-02,Cricket,Mumbai Warriors,Kolkata Kings,Nirvaan Karnik,All-Rounder,59,100,0,2,10,29,18.63,53.49,Draw,7,7,0,9.66,True,2
M5343,2025-04-10,Football,Delhi Titans,Kolkata Kings,Gokul Yohannan,Forward,67,3,3,4,7,53,15.07,86.77,Loss,237,2,235,8.09,True,0
M5344,2024-11-02,Cricket,Delhi Titans,Mumbai Warriors,Shayak Tella,Batsman,43,73,0,3,5,57,18.49,77.08,Draw,168,93,75,3.81,True,2
M5345,2023-12-15,Hockey,Chennai Chargers,Mumbai Warriors,Samar Dhar,Midfielder,38,25,0,9,6,58,20.78,93.76,Win,266,63,203,4.09,True,0
M5346,2024-04-13,Hockey,Mumbai Warriors,Delhi Titans,Darshit Setty,Defender,89,1,0,7,9,9,13.79,85.56,Draw,214,161,53,9.98,False,1
M5347,2024-12-18,Hockey,Chennai Chargers,Mumbai Warriors,Nakul Dutta,Midfielder,90,89,0,1,2,0,15.9,99.79,Loss,91,48,43,8.28,False,2
M5348,2023-11-24,Hockey,Delhi Titans,Chennai Chargers,Hunar Chandra,Defender,65,6,0,5,6,25,11.34,51.05,Win,153,89,64,3.48,False,2
M5349,2025-02-17,Football,Chennai Chargers,Delhi Titans,Miraya Mann,Midfielder,52,70,1,8,3,84,13.68,68.07,Win,252,23,229,4.92,True,0
M5350,2024-11-19,Hockey,Mumbai Warriors,Delhi Titans,Tanya Bir,Midfielder,34,26,0,1,6,74,7.9,92.12,Win,108,88,20,7.6,True,2
M5351,2023-08-07,Hockey,Mumbai Warriors,Chennai Chargers,Shanaya Sawhney,Midfielder,71,18,0,8,10,0,24.95,57.26,Draw,106,51,55,8.43,False,2
